"prodcode"	"therapyevents"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnftext"	"Antipsychotic"
"42895"	185	"Haloperidol 5mg tablets (Teva UK Ltd)"	"Haloperidol"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"302"	123956	"Risperidone 1mg/ml oral solution sugar free"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"62916"	1	"Risperidone 500microgram orodispersible tablets sugar free (Teva UK Ltd)"	"Risperidone"	"500microgram"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"35787"	69	"Thioridazine 50mg Tablet (IVAX Pharmaceuticals UK Ltd)"	"Thioridazine"	"50mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Thioridazine"
"82417"	0	"Olanzapine 2.5mg tablets (Sandoz Ltd)"	"Olanzapine"	"2.5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"6412"	58277	"Olanzapine 5mg Orodispersible tablet"	"Olanzapine"	"5mg"	"Orodispersible Tablet"	"Oral"	"Antipsychotic Products"	"Olanzapine"
"1321"	626475	"Risperidone 2mg tablets"	"Risperidone"	"2mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"84774"	1	"Risperidone 1mg tablets (Milpharm Ltd)"	"Risperidone"	"1mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"74834"	94	"Olanzapine 10mg orodispersible tablets sugar free (Accord-UK Ltd)"	"Olanzapine"	"10mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"88844"	36	"Levorol 5mg/ml oral solution (Galvany Pharma Ltd)"	"Levomepromazine"	"5mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"65707"	3	"Olanzapine 20mg orodispersible tablets sugar free (Accord-UK Ltd)"	"Olanzapine"	"20mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"64493"	15	"Risperidone 1mg tablets (A A H Pharmaceuticals Ltd)"	"Risperidone"	"1mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"81870"	10	"Clozapine 100mg orodispersible tablets sugar free"	"Clozapine"	"100mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Clozapine"
"18155"	4538	"Flupentixol 50mg/0.5ml solution for injection ampoules"	"Flupentixol"	"100mg/1ml"	"Solution for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Flupentixol"
"81649"	22628	"Risperidone 250microgram tablets"	"Risperidone"	"250microgram"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"840"	10382	"Fentazin 2mg tablets (Advanz Pharma)"	"Perphenazine"	"2mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Perphenazine"
"82922"	0	"Risperidone 1mg tablets (Phoenix Healthcare Distribution Ltd)"	"Risperidone"	"1mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"13368"	34738	"Clopixol 2mg tablets (Lundbeck Ltd)"	"Zuclopenthixol"	"2mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Zuclopenthixol"
"609"	25636	"Perphenazine 2mg tablets"	"Perphenazine"	"2mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo"	"Perphenazine"
"6036"	23327	"Prochlorperazine 5mg/5ml oral solution"	"Prochlorperazine"	"1mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"10870"	297	"THIORIDAZINE S/F 50 MG/5ML SYR"	"Thioridazine"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Thioridazine"
"34736"	382	"Chlorpromazine 100mg tablets (Teva UK Ltd)"	"Chlorpromazine"	"100mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"68660"	0	"Loxapine 9.1mg/dose inhalation powder"	"Loxapine"	"9.1mg"	"Inhalation powder"	"Inhalation"	"Antipsychotic Products"	"Loxapine"
"48077"	44	"Roxiam ir 75mg Capsule (AstraZeneca UK Ltd)"	"Remoxipride"	"75mg"	"Capsule"	"Oral"	"Antipsychotic Products"	"Remoxipride"
"70684"	2	"Quetiapine 20mg/ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd)"	"Quetiapine"	"20mg/1ml"	"Oral suspension"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"75919"	38	"Promazine 12.5mg/5ml oral solution"	"Promazine"	"2.5mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Promazine"
"80112"	281	"Cariprazine 1.5mg capsules"	"Cariprazine"	"1.5mg"	"Oral capsule"	"Oral"	"Antipsychotic Products"	"Cariprazine"
"19738"	58	"MORPHINE,COCAINE & CHLORPROMAZINE MIX"	"Chlorpromazine"	NA	NA	NA	"Unknown"	"Chlorpromazine"
"55268"	13	"Zypadhera 300mg powder and solvent for prolonged-release suspension for injection vials (Neon Healthcare Ltd)"	"Olanzapine"	"300mg"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Second-Generation Antipsychotic Drugs/Antipsychotic Depot Injections"	"Olanzapine"
"57034"	3459	"Sondate XL 200mg tablets (Teva UK Ltd)"	"Quetiapine"	"200mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"53848"	1	"Zalasta 5mg orodispersible tablets (Krka UK Ltd)"	"Olanzapine"	"5mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"83564"	1	"CHLORPROMAZINE HCl 10 MG TAB"	"Chlorpromazine"	NA	"Tablet"	"Oral"	"Unknown"	"Chlorpromazine"
"89612"	51	"Olanzapine 20mg tablets (DE Pharmaceuticals)"	"Olanzapine"	"20mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"34927"	34	"Amisulpride 200mg tablets (Zentiva Pharma UK Ltd)"	"Amisulpride"	"200mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"49606"	602	"Levinan 6mg tablets (Kyowa Kirin Ltd)"	"Levomepromazine"	"6mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"89614"	17	"Quetiapine 100mg tablets (Zentiva Pharma UK Ltd)"	"Quetiapine"	"100mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"58822"	0	"Risperidone 4mg tablets (Almus Pharmaceuticals Ltd)"	"Risperidone"	"4mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"55382"	2	"Trifluoperazine 1mg/5ml oral solution sugar free (Advanz Pharma)"	"Trifluoperazine"	"200microgram/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Trifluoperazine"
"63615"	7	"Olanzapine 2.5mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Olanzapine"	"2.5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"8712"	8921	"Flupentixol decanoate 100mg/ml Injection"	"Flupentixol"	"100mg/ml"	"Injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Flupentixol"
"1735"	25906	"Stelazine 10mg Spansules (Mercury Pharma Group Ltd)"	"Trifluoperazine"	"10mg"	"Modified-release capsule"	"Oral"	"Unknown"	"Trifluoperazine"
"7436"	738	"Serenace 5mg/1ml solution for injection ampoules (IVAX Pharmaceuticals UK Ltd)"	"Haloperidol"	"5mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"84080"	115	"Levomepromazine 50mg tablets"	"Levomepromazine"	"50mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"12544"	1012	"CHLORPROMAZINE HCl 100 MG MIX"	"Chlorpromazine"	NA	NA	NA	"Unknown"	"Chlorpromazine"
"80978"	0	"Aripiprazole 10mg tablets (HBS Healthcare Ltd)"	"Aripiprazole"	"10mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"5821"	24445	"Pimozide 4mg tablets"	"Pimozide"	"4mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Pimozide"
"81634"	2	"Haloperidol 5mg tablets (A A H Pharmaceuticals Ltd)"	"Haloperidol"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"28965"	1	"TRIFLUOPERAZINE HCL/ISOPROP.IODIDE FORTE TAB"	"Trifluoperazine"	NA	"Tablet"	"Oral"	"Unknown"	"Trifluoperazine"
"85127"	1	"Trifluoperazine 5mg/5ml oral solution sugar free (Advanz Pharma)"	"Trifluoperazine"	"1mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Trifluoperazine"
"8537"	48	"Trifluoperazine 1mg/ml Injection"	"Trifluoperazine"	"1mg/ml"	"Injection"	"Intramuscular"	"Antipsychotic Products/-"	"Trifluoperazine"
"8032"	39977	"Pericyazine 10mg tablets"	"Pericyazine"	"10mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Pericyazine"
"7780"	17365	"Nortriptyline 10mg / Fluphenazine 500microgram tablets"	"Fluphenazine"	"500microgram + 10mg"	"Oral tablet"	"Oral"	"Unknown"	"Fluphenazine"
"64216"	459	"Stelazine 5mg tablets (Imported (South Africa))"	"Trifluoperazine"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Trifluoperazine"
"78449"	4	"Risperidone 1mg/ml oral solution sugar free (Sandoz Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"2540"	28226	"Benperidol 250microgram tablets"	"Benperidol"	"250microgram"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Benperidol"
"82640"	1	"Reagila 3mg capsules (Recordati Pharmaceuticals Ltd)"	"Cariprazine"	"3mg"	"Oral capsule"	"Oral"	"Antipsychotic Products"	"Cariprazine"
"16908"	13639	"Risperdal Consta 25mg powder and solvent for prolonged-release suspension for injection vials (Janssen-Cilag Ltd)"	"Risperidone"	"25mg"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"1249"	1473202	"Olanzapine 10mg tablets"	"Olanzapine"	"10mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"2656"	747633	"Olanzapine 2.5mg tablets"	"Olanzapine"	"2.5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"40390"	3662	"Promazine 25mg/5ml syrup (Rosemont Pharmaceuticals Ltd)"	"Promazine"	"5mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Promazine"
"24270"	156	"Zuclopenthixol acetate 50mg/1ml solution for injection ampoules"	"Zuclopenthixol"	"50mg/1ml"	"Solution for injection"	"Intramuscular"	"First-Generation Antipsychotic Drugs"	"Zuclopenthixol"
"52940"	8086	"Sondate XL 50mg tablets (Teva UK Ltd)"	"Quetiapine"	"50mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"82412"	0	"Olanzapine 5mg tablets (Sandoz Ltd)"	"Olanzapine"	"5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"14789"	13755	"Risperdal Consta 37.5mg powder and solvent for prolonged-release suspension for injection vials (Janssen-Cilag Ltd)"	"Risperidone"	"37.5mg"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"47063"	10661	"Olanzapine 10mg orodispersible tablets sugar free"	"Olanzapine"	"10mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"63925"	393	"Mintreleq XL 50mg tablets (Aristo Pharma Ltd)"	"Quetiapine"	"50mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"50592"	187	"Fluanxol 1mg tablets (Sigma Pharmaceuticals Plc)"	"Flupentixol"	"1mg"	"Oral tablet"	"Oral"	"Other Antidepressants"	"Flupentixol"
"19606"	441	"MELLERIL 25mg/5ml"	"Thioridazine"	NA	NA	NA	"Unknown"	"Thioridazine"
"26661"	14	"MELLERIL 100mg/5ml"	"Thioridazine"	NA	NA	NA	"Unknown"	"Thioridazine"
"23201"	129	"MELLERIL 25mg/5ml"	"Thioridazine"	NA	NA	NA	"Unknown"	"Thioridazine"
"22174"	184	"MODECATE"	"Fluphenazine"	NA	NA	NA	"Unknown"	"Fluphenazine"
"26684"	6	"MODECATE DISPOSABLE SYRINGE"	"Fluphenazine"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Fluphenazine"
"26692"	2	"MODECATE DISPOSABLE SYRINGE"	"Fluphenazine"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Fluphenazine"
"64673"	1	"Levomepromazine 10mg/5ml oral suspension"	"Levomepromazine"	"2mg/1ml"	"Oral suspension"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"6864"	8770	"Seroquel 200mg tablets (Luye Pharma Ltd)"	"Quetiapine"	"200mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"70833"	2	"Sulpiride 400mg tablets (Wockhardt UK Ltd)"	"Sulpiride"	"400mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Sulpiride"
"8042"	13991	"Stelazine 15mg Spansules (Mercury Pharma Group Ltd)"	"Trifluoperazine"	"15mg"	"Modified-release capsule"	"Oral"	"Unknown"	"Trifluoperazine"
"78227"	2	"Aripiprazole 5mg tablets (A A H Pharmaceuticals Ltd)"	"Aripiprazole"	"5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"22814"	23	"Trifluperidol 1mg Tablet"	"Trifluperidol"	"1mg"	"Tablet"	"Oral"	"Antipsychotic Products"	"Trifluperidol"
"68152"	1485	"Abilify Maintena 400mg powder and solvent for prolonged-release suspension for injection pre-filled syringes (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Aripiprazole"	"400mg"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"60719"	2	"Levomepromazine maleate 5mg/5ml oral solution"	"Levomepromazine"	"1mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"14858"	5218	"Abilify 15mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Aripiprazole"	"15mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"89787"	7	"Chlorpromazine 25mg tablets (Sigma Pharmaceuticals Plc)"	"Chlorpromazine"	"25mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"20703"	428	"Moditen 5mg tablets (Sanofi-Synthelabo Ltd)"	"Fluphenazine"	"5mg"	"Oral tablet"	"Oral"	"Unknown"	"Fluphenazine"
"40587"	705	"Clozapine 200mg tablets"	"Clozapine"	"200mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Clozapine"
"80892"	0	"Aripiprazole 10mg tablets (A A H Pharmaceuticals Ltd)"	"Aripiprazole"	"10mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"46969"	17	"Amisulpride 200mg tablets (A A H Pharmaceuticals Ltd)"	"Amisulpride"	"200mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"45953"	0	"Zyprexa 10mg powder for solution for injection vials (Nordic Pharma Ltd)"	"Olanzapine"	"10mg"	"Powder for solution for injection"	"Intramuscular"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"89467"	174	"Olanzapine 5mg tablets (Sigma Pharmaceuticals Plc)"	"Olanzapine"	"5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"227"	9302	"Stemetil 5mg suppositories (Sanofi)"	"Prochlorperazine"	"5mg"	"Suppository"	"Rectal"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"67717"	133	"Latuda 18.5mg tablets (CNX Therapeutics Ltd)"	"Lurasidone"	"18.5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Lurasidone"
"23034"	2	"Remoxipride 75mg capsule"	"Remoxipride"	"75mg"	"Capsules"	"Oral"	"Antipsychotic Products"	"Remoxipride"
"43914"	3	"Olanzapine embonate 210mg powder and solvent for prolonged-release suspension for injection vials"	"Olanzapine"	"210mg"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Second-Generation Antipsychotic Drugs/Antipsychotic Depot Injections"	"Olanzapine"
"58492"	0	"Chlorpromazine 100mg tablets (Waymade Healthcare Plc)"	"Chlorpromazine"	"100mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"1218"	380438	"Thioridazine 25mg tablets"	"Thioridazine"	"25mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Thioridazine"
"22655"	558	"PERICYAZINE 2.5 MG ELI"	"Pericyazine"	NA	NA	NA	"Unknown"	"Pericyazine"
"6482"	20591	"Amisulpride 100mg/ml oral solution sugar free"	"Amisulpride"	"100mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"45444"	2	"Denzapine 50mg/ml oral suspension (Britannia Pharmaceuticals Ltd)"	"Clozapine"	"50mg/1ml"	"Oral suspension"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Clozapine"
"27211"	29	"Integrin 40mg Tablet (Sanofi-Synthelabo Ltd)"	"Oxypertine"	"40mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Oxypertine"
"5071"	292988	"Amisulpride 200mg tablets"	"Amisulpride"	"200mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"78283"	32	"Olanzapine 15mg orodispersible tablets sugar free (Accord-UK Ltd)"	"Olanzapine"	"15mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"41546"	18	"Haloperidol 1mg/ml Liquid (Hillcross Pharmaceuticals Ltd)"	"Haloperidol"	"1mg/ml"	"Liquid"	"Oral"	"Antipsychotic Products/-"	"Haloperidol"
"89753"	1	"Pericyazine 2.5mg tablets (Ennogen Healthcare Ltd)"	"Pericyazine"	"2.5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Pericyazine"
"3738"	26654	"Stemetil Eff 5mg sachets (Sanofi)"	"Prochlorperazine"	"5mg"	"Effervescent granules"	"Oral"	"Unknown"	"Prochlorperazine"
"70640"	1	"Olanzapine 12.5mg/5ml oral suspension"	"Olanzapine"	"2.5mg/1ml"	"Oral suspension"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"8129"	693	"Haloperidol 20mg/2ml solution for injection ampoules"	"Haloperidol"	"10mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"Unknown"	"Haloperidol"
"34039"	39	"Haloperidol 1mg/ml Liquid (Rosemont Pharmaceuticals Ltd)"	"Haloperidol"	"1mg/ml"	"Liquid"	"Oral"	"Antipsychotic Products/-"	"Haloperidol"
"34903"	25	"Haloperidol 5mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Haloperidol"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"17221"	6	"CHLORPROMAZINE HCl 10 MG INJ"	"Chlorpromazine"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Chlorpromazine"
"63359"	28523	"Zaluron XL 300mg tablets (Fontus Health Ltd)"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"68375"	33	"Quetiapine 25mg tablets (Teva UK Ltd)"	"Quetiapine"	"25mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"47093"	5092	"Olanzapine 20mg orodispersible tablets sugar free"	"Olanzapine"	"20mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"600"	188303	"Flupentixol 1mg tablets"	"Flupentixol"	"1mg"	"Oral tablet"	"Oral"	"Other Antidepressants"	"Flupentixol"
"15161"	145	"Promazine 50mg/ml injection"	"Promazine"	"50mg/ml"	"Injection"	"Intramuscular"	"Antipsychotic Products"	"Promazine"
"30088"	81	"Zoleptil 25 tablets (Movianto UK Ltd)"	"Zotepine"	"25mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Zotepine"
"73742"	0	"Tenprolide XL 200mg tablets (Actavis UK Ltd)"	"Quetiapine"	"200mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"62387"	10872	"Lurasidone 37mg tablets"	"Lurasidone"	"37mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Lurasidone"
"29540"	302437	"Olanzapine 20mg tablets"	"Olanzapine"	"20mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"90555"	8	"Chlorpromazine 50mg tablets (Almus Pharmaceuticals Ltd)"	"Chlorpromazine"	"50mg"	"Oral tablet"	"Oral"	"Unknown"	"Chlorpromazine"
"35548"	555	"Risperdal Quicklet 3mg orodispersible tablets (Janssen-Cilag Ltd)"	"Risperidone"	"3mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"47055"	3117	"Olanzapine 5mg orodispersible tablets"	"Olanzapine"	"5mg"	"Orodispersible tablet"	"Oral"	"Unknown"	"Olanzapine"
"24282"	2	"FENTAZIN 8 MG TAB"	"Perphenazine"	NA	"Tablet"	"Oral"	"Unknown"	"Perphenazine"
"80182"	0	"Olanzapine 2.5mg tablets (A A H Pharmaceuticals Ltd)"	"Olanzapine"	"2.5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"2972"	168956	"Promazine 25mg tablets"	"Promazine"	"25mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Promazine"
"18181"	331	"Sulpor 200mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Sulpiride"	"40mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Sulpiride"
"71389"	5	"Serdolect 20mg tablets (Imported (Denmark))"	"Sertindole"	"20mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Sertindole"
"3773"	18829	"Droperidol 10mg tablets"	"Droperidol"	"10mg"	"Tablets"	"Oral"	"Antipsychotic Products/Benzodiazepines (Peri-Operative)"	"Droperidol"
"8445"	228	"Stelabid Tablet (GlaxoSmithKline Consumer Healthcare)"	"Trifluoperazine"	NA	"Tablet"	"Oral"	"Antimuscarinics/Antipsychotic Products"	"Trifluoperazine"
"29445"	2	"THIOPROPERAZINE MESYLATE 10 MG TAB"	"Thioproperazine"	NA	"Tablet"	"Oral"	"Unknown"	"Thioproperazine"
"71478"	1	"Olanzapine 2.5mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Olanzapine"	"2.5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"91415"	0	"Chlorpromazine 50mg/2ml Injection (Antigen Pharmaceuticals)"	"Chlorpromazine"	"25mg/1ml"	"Solution for injection"	"Intramuscular"	"Antipsychotic Products/-"	"Chlorpromazine"
"12193"	131	"Sparine 25mg Tablet (Wyeth Pharmaceuticals)"	"Promazine"	"25mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Promazine"
"41971"	25	"Fluphenazine decanoate 25mg/ml Injection (Antigen Pharmaceuticals)"	"Fluphenazine"	"25mg/1ml"	"Solution for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Fluphenazine"
"60971"	17	"Prochlorperazine 3mg buccal tablets (A A H Pharmaceuticals Ltd)"	"Prochlorperazine"	"3mg"	"Buccal tablet"	"Buccal"	"Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"20668"	176	"THIORIDAZINE 25mg/5ml"	"Thioridazine"	NA	NA	NA	"Unknown"	"Thioridazine"
"5971"	75342	"Buccastem M 3mg tablets (Alliance Pharmaceuticals Ltd)"	"Prochlorperazine"	"3mg"	"Buccal tablet"	"Buccal"	"Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"41070"	55	"Denzapine 50mg tablets (Britannia Pharmaceuticals Ltd)"	"Clozapine"	"50mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Clozapine"
"74688"	0	"Fluanxol 500microgram tablets (Necessity Supplies Ltd)"	"Flupentixol"	"500microgram"	"Oral tablet"	"Oral"	"Other Antidepressants"	"Flupentixol"
"18991"	602	"Oxypertine 40mg tablets"	"Oxypertine"	"40mg"	"Oral tablet"	"Oral"	"Unknown"	"Oxypertine"
"10535"	341	"TRIFLUOPERAZINE 5.00MG/ML 5 MG SYR"	"Trifluoperazine"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Trifluoperazine"
"82446"	0	"Amisulpride 100mg tablets (Sandoz Ltd)"	"Amisulpride"	"100mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"86348"	0	"Risperidone 1mg/ml oral solution sugar free (Healthcare Pharma Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"31576"	290	"Solian 100mg/ml oral solution (Sanofi)"	"Amisulpride"	"100mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"4524"	5058	"Orap 2mg tablets (Janssen-Cilag Ltd)"	"Pimozide"	"2mg"	"Oral tablet"	"Oral"	"Unknown"	"Pimozide"
