"prodcode"	"therapyevents"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnftext"	"Insulin"
"10208"	69455	"Insulatard InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"43991"	393134	"Humulin M3 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Biphasic Insulins"	"Insulin"
"49052"	1556	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Owen Mumford Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"48765"	18612	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Owen Mumford Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Reusable Pens"	"Insulin"
"18195"	2060	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge"	"Insulin"	"6mm/31gauge"	"Hypodermic Needle"	NA	"Needle For Pre-Filled And Reusable Pen Injector-Snap On"	"Insulin"
"20672"	415	"INSULIN HUM/ACTRAPID"	"Insulin"	NA	NA	NA	"Unknown"	"Insulin"
"9737"	18065	"Insulatard innolet 100iu/ml Injection (Novo Nordisk Ltd)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"36194"	4	"Insulin isophane biphasic human 25/75 100units/ml suspension for injection 3ml cartridges"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Biphasic Insulins"	"Insulin"
"88647"	3	"Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (H & R Healthcare Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"21232"	612	"Insulin isophane biphasic human 30/70 100units/ml suspension for injection 10ml vials"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Biphasic Insulins"	"Insulin"
"24846"	172	"Pur-in neutral 100unit/ml Injection (C P Pharmaceuticals Ltd)"	"Insulin"	"100unit/ml"	"Injection"	"Intramuscular"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"
"47751"	97	"TS-A Safety hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge (Minsmed)"	"Insulin"	"1ml"	"Insulin Syringe With 12Mm Needle(29G)"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"86392"	3423	"NovoPen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Grey (Novo Nordisk Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Reusable Pens"	"Insulin"
"52748"	224	"Insulatard Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Healthcare Plc)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"21223"	256	"U100 Insulin syringe 0.3ml"	"Insulin"	"0.3ml"	"Insulin Syringe"	NA	"Diabetic Hypodermic Equipment"	"Insulin"
"90517"	1	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"17809"	1891	"Humaject m4 100iu/ml M4 pen (Eli Lilly and Company Ltd)"	"Insulin"	"100iu/ml"	"M4 Pen"	"Subcutaneous Injection"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"82595"	60	"Lantus 100units/ml solution for injection 10ml vials (Waymade Healthcare Plc)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"49108"	3	"NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Necessity Supplies Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"9578"	15969	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Owen Mumford Ltd)"	"Insulin"	"12mm/29gauge"	"Pen Needle"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"74179"	2	"NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Waymade Healthcare Plc)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"28183"	9725	"Hypurin Porcine Isophane 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"6724"	7360	"U100 Insulin syringe 0.3ml"	"Insulin"	"0.3ml"	"Insulin Syringe"	NA	"Diabetic Hypodermic Equipment"	"Insulin"
"79254"	33	"Insulin human 500units/ml solution for injection 3ml pre-filled disposable devices"	"Insulin"	"500unit/1ml"	"Solution for injection"	"Subcutaneous"	"Insulins"	"Insulin"
"7319"	4985	"Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)"	"Insulin"	"20unit/1ml + 80unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Unknown"	"Insulin"
"34097"	306	"Human initard 50/50 100unit/ml Injection (Novo Nordisk Ltd)"	"Insulin"	"100unit/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"7764"	289	"INSULIN NEUSULIN (NEUTRAL)(PURIFIED) 100 I/U INJ"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Insulin"
"66771"	68154	"BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Becton, Dickinson UK Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"72479"	266	"Humulin R KwikPen 500units/ml solution for injection 3ml pre-filled pens (Imported (United States))"	"Insulin"	"500unit/1ml"	"Solution for injection"	"Subcutaneous"	"Insulins"	"Insulin"
"11086"	8844	"B-d u-100 0.5ml Insulin syringe (Becton, Dickinson UK Ltd)"	"Insulin"	"0.5ml"	"Insulin Syringe"	NA	"Diabetic Hypodermic Equipment"	"Insulin"
"25422"	219	"Hypoguard u100 click/count 1ml Insulin syringe (Hypoguard Ltd)"	"Insulin"	"1ml"	"Insulin Syringe"	NA	"Diabetic Hypodermic Equipment"	"Insulin"
"14191"	299	"Autopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units (Owen Mumford Ltd)"	"Insulin"	"3ml/2-42 units"	"Insulin Pen"	NA	"Reusable Pens"	"Insulin"
"9341"	6072	"Insulin biphasic isophane human prb 30:70; 100 units/ml Injection"	"Insulin"	"30:70; 100 units/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"85635"	12	"Microdot Max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Cambridge Sensors Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"76164"	77	"Humalog 100units/ml solution for injection 3ml cartridges (Sigma Pharmaceuticals Plc)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"6138"	11553	"HumaPen Ergo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Burgundy (Eli Lilly and Company Ltd)"	"Insulin"	"3ml/1-60 units"	"Insulin Pen"	NA	"Reusable Pens"	"Insulin"
"24993"	5653	"Insuman Comb 25 100units/ml suspension for injection 3ml cartridges (Sanofi)"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Biphasic Insulins"	"Insulin"
"59475"	4256	"Nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32.5gauge (Terumo UK Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"31258"	582	"Insulin lispro biphasic 25/75 100units/ml suspension for injection 3ml pre-filled disposable devices"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"76776"	13	"Suliqua 100units/ml / 33micrograms/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi)"	"Insulin"	"33microgram/1ml + 100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins/GLP-1 Receptor Agonists Plus Insulin"	"Insulin"
"28096"	53	"Insulin isophane biphasic human 50/50 100units/ml suspension for injection 3ml cartridges"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Biphasic Insulins"	"Insulin"
"1645"	520	"INSULIN NOVO ACTRAPID MC 100 I/U INJ"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Insulin"
"36513"	709	"Velosulin cartridge 100unit/ml Injection (Novo Nordisk Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"
"16129"	292	"Insulin soluble human 100units/ml solution for injection 3ml cartridges"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"58754"	1426	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge (Becton, Dickinson UK Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"44480"	15642	"Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled SoloStar pens (Sanofi)"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Biphasic Insulins"	"Insulin"
"5845"	153641	"Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd)"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Biphasic Insulins"	"Insulin"
"55517"	178	"Insulin isophane human 100units/ml suspension for injection 10ml vials"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"50633"	4	"Lantus 100units/ml solution for injection 3ml cartridges (Necessity Supplies Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"7771"	23123	"Human protaphane penfill 100 100unit/ml Penfill (Novo Nordisk Ltd)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"77101"	8	"Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Neon Diagnostics Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"64723"	59437	"Abasaglar KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"33167"	11	"Insulin biphasic isophane human crb 25:75; 100 units/ml Injection"	"Insulin"	"25:75; 100 units/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"17336"	316	"Novopen 100unit/ml Injection device (Novo Nordisk Ltd)"	"Insulin"	"100unit/ml"	"Injection Device"	"Intramuscular"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"
"6781"	7798	"Autopen Classic hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units (Owen Mumford Ltd)"	"Insulin"	"3ml/2-42 units"	"Insulin Pen"	NA	"Reusable Pens"	"Insulin"
"7231"	226489	"Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)"	"Insulin"	"70unit/1ml + 30unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Biphasic Insulins"	"Insulin"
"7164"	85396	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Owen Mumford Ltd)"	"Insulin"	"6mm/31gauge"	"Pen Needle"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"4163"	2401	"Rapitard MC 100unit/ml Injection (Novo Nordisk Ltd)"	"Insulin"	"100unit/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"42395"	3992	"Humalog Mix25 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"56642"	369	"Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Cambridge Sensors Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"74391"	110	"Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc)"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"22328"	124	"Unifine single use Insulin syringe with 30gauge needle 8mm 0.5ml (Owen Mumford Ltd)"	"Insulin"	"0.5ml"	"Insulin Syringe With 30Gauge Needle 8Mm"	NA	"Diabetic Hypodermic Equipment"	"Insulin"
"5142"	916482	"BD Micro-Fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Becton, Dickinson UK Ltd)"	"Insulin"	"8mm/31gauge"	"Pen Needle"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"38986"	184126	"Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"6057"	209281	"Lantus 100iu/ml Injection (Aventis Pharma)"	"Insulin"	"100iu/ml"	"Injection"	"Subcutaneous Injection"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"70055"	43076	"Fiasp Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"86529"	2478	"NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units Blue (Novo Nordisk Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Reusable Pens"	"Insulin"
"18301"	23	"INSULIN SOLUBLE INJ I/U^2"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Insulin"
"19029"	23	"SYRINGE PRE-SET INSULIN FOR BLIND 2ML"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Insulin"
"74071"	87	"Humalog Mix25 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc)"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"5255"	19518	"Mixtard 10 penfill 100 100iu/ml Penfill (Novo Nordisk Ltd)"	"Insulin"	"100iu/ml"	"Penfill"	"Subcutaneous Injection"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"1593"	266584	"Insulatard penfill 100 100iu/ml Penfill (Novo Nordisk Ltd)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"19829"	10	"INSULIN NOVO MONOTARD MC"	"Insulin"	NA	NA	NA	"Unknown"	"Insulin"
"79705"	11	"Human Mixtard 40 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)"	"Insulin"	"40unit/1ml + 60unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Unknown"	"Insulin"
"30819"	1317	"Insuman Comb 15 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)"	"Insulin"	"15unit/1ml + 85unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Biphasic Insulins"	"Insulin"
"55746"	82	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge (Spirit Healthcare Ltd)"	"Insulin"	NA	"Suppository"	"Rectal"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"7765"	415	"INSULIN NEUTRAL (HUMAN) 100 I/U INJ"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Insulin"
"7783"	3130	"INSULIN ISOPHANE (HUMAN) 100 I/U INJ"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Insulin"
"11080"	7798	"Insulin isophane human prb 100iu/ml Injection"	"Insulin"	"100iu/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"15710"	385	"Insulin soluble human emp 100unit/ml Injection"	"Insulin"	"100unit/ml"	"Injection"	"Intramuscular"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"
"21395"	707	"Insulin biphasic isophane human pyr 40:60; 100 units/ml Injection"	"Insulin"	"40:60; 100 units/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"56495"	933	"Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pens (Waymade Healthcare Plc)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"9702"	33333	"BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12.7mm needle 0.33mm/29gauge (Becton, Dickinson UK Ltd)"	"Insulin"	"1ml"	"Insulin Syringe With 12Mm Needle(29G)"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"16389"	126	"Myjector hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.33mm/29gauge (Terumo UK Ltd)"	"Insulin"	"1ml/U100"	"Insulin Syringe With 12Mm Needle(29G)"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"89527"	419	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Spirit Healthcare Ltd)"	"Insulin"	NA	"Suppository"	"Rectal"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"86876"	136	"GlucoRx Dual-Safe Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (GlucoRx Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"10691"	157	"INSULIN ISOPHANE (NPH) 100 I/U INJ"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Insulin"
"31699"	8	"ABCare hypodermic U100 insulin syringe glass reusable 1ml (Rand Rocket Ltd)"	"Insulin"	"1ml"	"Insulin Syringe"	NA	"Unknown"	"Insulin"
"20671"	58	"INSULIN HUM/ACTRAPHANE"	"Insulin"	NA	NA	NA	"Unknown"	"Insulin"
"11055"	1287	"Insulin biphasic isophane human pyr 20:80; 100 units/ml Injection"	"Insulin"	"20:80; 100 units/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"59243"	1396	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.25mm/31gauge (Becton, Dickinson UK Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"22983"	1437	"Insuman Rapid 100units/ml solution for injection 3ml cartridges (Sanofi)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"4715"	144217	"Humalog mix 25 25/75 100units/ml Injection (Eli Lilly and Company Ltd)"	"Insulin"	"25/75 100units/ml"	"Injection"	"Subcutaneous Injection"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"30305"	239	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.3mm/30gauge"	"Insulin"	"0.5ml"	"Insulin Syringe With 12Mm Needle(30G)"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"5021"	1407144	"NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"79358"	18	"Insulin biphasic isophane porcine 100 units/ml Injection"	"Insulin"	"100 units/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"58884"	29724	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (GlucoRx Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"58995"	621	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge (Becton, Dickinson UK Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"52319"	85	"Hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Reusable Pens"	"Insulin"
"40085"	30	"Insulin 2ml syringe"	"Insulin"	NA	"Syringe"	NA	"-"	"Insulin"
"76777"	31	"Suliqua 100units/ml / 50micrograms/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi)"	"Insulin"	"100unit/1ml + 50microgram/1ml"	"Solution for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins/GLP-1 Receptor Agonists Plus Insulin"	"Insulin"
"54027"	10	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector/Needle For Pre-Filled And Reusable Pen Injector-Snap On"	"Insulin"
"68342"	4326	"Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (Neon Diagnostics Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"86706"	1	"Admelog 100units/ml solution for injection 3ml cartridges (Sanofi)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"2929"	185777	"Mixtard 30 100iu/ml GE injection (Novo Nordisk Ltd)"	"Insulin"	"100iu/ml"	"GE Injection"	"Subcutaneous Injection"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"74507"	281	"GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Neon Diagnostics Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"36355"	20	"Insulin human 1mg inhalation powder blisters"	"Insulin"	"1mg"	"Inhalation powder"	"Inhalation"	"Unknown"	"Insulin"
"89410"	1	"Lyumjev Tempo Pen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"71361"	665	"Humulin I 100units/ml suspension for injection 3ml cartridges (Waymade Healthcare Plc)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"62098"	41	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"5015"	816075	"NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (Novo Nordisk Ltd)"	"Insulin"	"8mm/30gauge"	"Pen Needle"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"24593"	158	"Neutral insulin bovine 100unit/ml Injection"	"Insulin"	"100unit/ml"	"Injection"	"Intramuscular"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"
"73745"	1	"HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (HTL-STREFA S.A.)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"6730"	12129	"Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.33mm/29gauge"	"Insulin"	"1ml"	"Insulin Syringe With 12Mm Needle(29G)"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"59311"	119	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge (Covidien (UK) Commercial Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"7228"	1208051	"NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd)"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Biphasic Insulins"	"Insulin"
"38093"	140	"Insulin 1ml pre-set syringe"	"Insulin"	"1ml"	"Syringe"	NA	"-"	"Insulin"
"88860"	20	"Trurapi 100units/ml solution for injection 10ml vials (Sanofi)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"74020"	299	"NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Mawdsley-Brooks & Company Ltd)"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Biphasic Insulins"	"Insulin"
"27177"	274	"Insulin biphasic lispro human prb 50:50; 100 units/ml Injection"	"Insulin"	"50:50; 100 units/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"25133"	3303	"Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Biphasic Insulins"	"Insulin"
