"prodcode"	"dmdcode"	"gemscriptcode"	"productname"	"drugsubstance"	"strength"	"formulation"	"route"	"bnfcode"	"bnfchapter"	"Gen"	"AP"
"32064"	246211000001109	"57101020"	"Prochlorperazine 5mg tablets (Actavis UK Ltd)"	"Prochlorperazine maleate"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"First-generation Antipsychotic Drugs/Drug Used In Nausea And Vertigo - Antihistamines, Phenothiazines & Related Drugs"	1	"Prochlorperazine"
"32076"	10675311000001102	"91139020"	"Aripiprazole 10mg orodispersible tablets sugar free"	"Aripiprazole"	"10mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Aripiprazole"
"32122"	10677611000001100	"54878020"	"Prochlorperazine 12.5mg/1ml solution for injection ampoules (AMCo)"	"Prochlorperazine mesilate"	"12.5mg/1ml"	"Solution for injection"	"Intramuscular"	"04020101/04065400"	"First-generation Antipsychotic Drugs/Drug Used In Nausea And Vertigo - Antihistamines, Phenothiazines & Related Drugs"	1	"Prochlorperazine"
"32551"	516511000001106	"55530020"	"Prochlorperazine 5mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Prochlorperazine maleate"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"First-generation Antipsychotic Drugs/Drug Used In Nausea And Vertigo - Antihistamines, Phenothiazines & Related Drugs"	1	"Prochlorperazine"
"32772"	84311000001108	"60605020"	"Prochlorperazine 5mg tablets (Mylan)"	"Prochlorperazine maleate"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"First-generation Antipsychotic Drugs/Drug Used In Nausea And Vertigo - Antihistamines, Phenothiazines & Related Drugs"	1	"Prochlorperazine"
"32838"	884911000001108	"53896020"	"Haloperidol 1.5mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Haloperidol"	"1.5mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Haloperidol"
"32876"	784511000001103	"56337020"	"Prochlorperazine 5mg tablets (Teva UK Ltd)"	"Prochlorperazine maleate"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"First-generation Antipsychotic Drugs/Drug Used In Nausea And Vertigo - Antihistamines, Phenothiazines & Related Drugs"	1	"Prochlorperazine"
"32920"	9326611000001104	"70981020"	"Lamotrigine 25mg tablets (Mylan)"	"Lamotrigine"	"25mg"	"Tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"33058"	4766111000001107	"86465020"	"Epival CR 500mg tablets (Chanelle Medical UK Ltd)"	"Sodium valproate"	"500mg"	"Modified-release tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"33106"	66045001000027104	"56309020"	"Sodium valproate 200mg/5ml Oral solution (IVAX Pharmaceuticals UK Ltd)"	"Sodium valproate"	"40mg/1ml"	"Oral solution"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"33493"	39365001000027104	"52959020"	"Sparine 100mg Tablet (Wyeth Pharmaceuticals)"	"Promazine Hydrochloride"	"100mg"	"Tablet"	"Oral"	"04020100"	"Antipsychotic Drugs"	1	"Promazine"
"33780"	556111000001108	"92208020"	"Modecate 25mg/1ml solution for injection ampoules (Sanofi)"	"Fluphenazine decanoate"	"25mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Antipsychotic Depot Injections"	1	"Fluphenazine"
"33883"	9891011000001104	"90167020"	"Zyprexa 20mg Velotabs (Eli Lilly and Company Ltd)"	"Olanzapine"	"20mg"	"Oral lyophilisate"	"Oral"	"04020102/04020300"	"Second-generation Antipsychotic Drugs/Drugs Used For Mania And Hypomania"	2	"Olanzapine"
"34039"	44205001000027112	"53576020"	"Haloperidol 1mg/ml Liquid (Rosemont Pharmaceuticals Ltd)"	"Haloperidol"	"1mg/ml"	"Liquid"	"Oral"	"04020100/40120000"	"Antipsychotic Drugs/-"	1	"Haloperidol"
"34120"	462911000001106	"52411020"	"Sodium valproate 200mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)"	"Sodium valproate"	"200mg"	"Gastro-resistant tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"34150"	51755001000027112	"54482020"	"Valproate sodium 200mg Gastro-resistant tablet (IVAX Pharmaceuticals UK Ltd)"	"Sodium valproate"	"200mg"	"Gastro-resistant tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"34151"	51765001000027104	"54483020"	"Valproate sodium 500mg Gastro-resistant tablet (IVAX Pharmaceuticals UK Ltd)"	"Sodium valproate"	"500mg"	"Gastro-resistant tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"34178"	781611000001101	"52412020"	"Sodium valproate 500mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)"	"Sodium valproate"	"500mg"	"Gastro-resistant tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"34272"	58645001000027104	"55346020"	"Haloperidol 5mg/ml Injection (Antigen Pharmaceuticals)"	"Haloperidol"	"5mg/ml"	"Injection"	"Subcutaneous Infusion"	"04020100/40120000"	"Antipsychotic Drugs/-"	1	"Haloperidol"
"34339"	565711000001108	"55437020"	"Haloperidol 1.5mg tablets (A A H Pharmaceuticals Ltd)"	"Haloperidol"	"1.5mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Haloperidol"
"34344"	341711000001103	"54234020"	"Prochlorperazine 5mg tablets (A A H Pharmaceuticals Ltd)"	"Prochlorperazine maleate"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"First-generation Antipsychotic Drugs/Drug Used In Nausea And Vertigo - Antihistamines, Phenothiazines & Related Drugs"	1	"Prochlorperazine"
"34414"	93865001000027104	"59953020"	"Sodium valproate 200mg Tablet (Sterwin Medicines)"	"Sodium valproate"	"200mg"	"Gastro-resistant tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"34626"	880211000001107	"56315020"	"Sodium valproate 200mg gastro-resistant tablets (Mylan)"	"Sodium valproate"	"200mg"	"Gastro-resistant tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"34630"	4819111000001100	"66356020"	"Chlorpromazine 50mg tablets (Thornton & Ross Ltd)"	"Chlorpromazine hydrochloride"	"50mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Chlorpromazine"
"34632"	591311000001109	"59990020"	"Sodium valproate 200mg gastro-resistant tablets (Teva UK Ltd)"	"Sodium valproate"	"200mg"	"Gastro-resistant tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"34668"	391411000001104	"55204020"	"Chlorpromazine 25mg tablets (Teva UK Ltd)"	"Chlorpromazine hydrochloride"	"25mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Chlorpromazine"
"34693"	4818811000001100	"66353020"	"Chlorpromazine 25mg tablets (Thornton & Ross Ltd)"	"Chlorpromazine hydrochloride"	"25mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Chlorpromazine"
"34707"	926511000001105	"56310020"	"Sodium valproate 200mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd)"	"Sodium valproate"	"200mg"	"Gastro-resistant tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"34736"	47811000001102	"55203020"	"Chlorpromazine 100mg tablets (Teva UK Ltd)"	"Chlorpromazine hydrochloride"	"100mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Chlorpromazine"
"34810"	420211000001108	"59205020"	"Sulpiride 200mg tablets (Wockhardt UK Ltd)"	"Sulpiride"	"200mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Sulpiride"
"34883"	122211000001108	"52413020"	"Sodium valproate 200mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Sodium valproate"	"40mg/1ml"	"Oral solution"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"34902"	139111000001108	"55946020"	"Thioridazine 50mg tablets (A A H Pharmaceuticals Ltd)"	"Thioridazine hydrochloride"	"50mg"	"Tablet"	"Oral"	"00000000"	"Unknown"	1	"Thioridazine"
"34903"	281611000001109	"53898020"	"Haloperidol 5mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Haloperidol"	"5mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Haloperidol"
"34905"	51215001000027104	"54411020"	"Thioridazine 25mg Tablet (IVAX Pharmaceuticals UK Ltd)"	"Thioridazine hydrochloride"	"25mg"	"Tablet"	"Oral"	"04020100"	"Antipsychotic Drugs"	1	"Thioridazine"
"34927"	7836011000001108	"68224020"	"Amisulpride 200mg tablets (Zentiva)"	"Amisulpride"	"200mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Amisulpride"
"35024"	11475211000001102	"93459020"	"Sodium valproate 300mg modified-release capsules"	"Sodium valproate"	"300mg"	"Modified-release capsule"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"35065"	36058411000001104	"92202020"	"Fluphenazine decanoate 25mg/1ml solution for injection ampoules"	"Fluphenazine decanoate"	"25mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Antipsychotic Depot Injections"	1	"Fluphenazine"
"35122"	790311000001100	"92206020"	"Modecate 12.5mg/0.5ml solution for injection ampoules (Sanofi)"	"Fluphenazine decanoate"	"25mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Antipsychotic Depot Injections"	1	"Fluphenazine"
"35141"	11140811000001104	"92717020"	"Risperidone 3mg orodispersible tablets sugar free"	"Risperidone"	"3mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"35176"	36058111000001112	"92214020"	"Fluphenazine decanoate 100mg/1ml solution for injection ampoules"	"Fluphenazine decanoate"	"100mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Antipsychotic Depot Injections"	1	"Fluphenazine"
"35235"	3822011000001103	"91987020"	"Piportil Depot 50mg/1ml solution for injection ampoules (Sanofi)"	"Pipotiazine palmitate"	"50mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Antipsychotic Depot Injections"	1	"Pipotiazine"
"35391"	36058611000001104	"92212020"	"Fluphenazine decanoate 50mg/0.5ml solution for injection ampoules"	"Fluphenazine decanoate"	"100mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Antipsychotic Depot Injections"	1	"Fluphenazine"
"35445"	119311000001100	"92210020"	"Modecate 50mg/2ml solution for injection ampoules (Sanofi)"	"Fluphenazine decanoate"	"25mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Antipsychotic Depot Injections"	1	"Fluphenazine"
"35455"	565211000001101	"92218020"	"Modecate Concentrate 100mg/1ml solution for injection ampoules (Sanofi)"	"Fluphenazine decanoate"	"100mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Antipsychotic Depot Injections"	1	"Fluphenazine"
"35471"	11475111000001108	"93457020"	"Sodium valproate 150mg modified-release capsules"	"Sodium valproate"	"150mg"	"Modified-release capsule"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"35487"	837811000001102	"92216020"	"Modecate Concentrate 50mg/0.5ml solution for injection ampoules (Sanofi)"	"Fluphenazine decanoate"	"100mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Antipsychotic Depot Injections"	1	"Fluphenazine"
"35488"	8823211000001101	"91989020"	"Piportil Depot 100mg/2ml solution for injection ampoules (Sanofi)"	"Pipotiazine palmitate"	"50mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Antipsychotic Depot Injections"	1	"Pipotiazine"
"35530"	36058211000001104	"92200020"	"Fluphenazine decanoate 12.5mg/0.5ml solution for injection ampoules"	"Fluphenazine decanoate"	"25mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Antipsychotic Depot Injections"	1	"Fluphenazine"
"35548"	11134611000001104	"92723020"	"Risperdal Quicklet 3mg orodispersible tablets (Janssen-Cilag Ltd)"	"Risperidone"	"3mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"35589"	11140911000001100	"92721020"	"Risperidone 4mg orodispersible tablets sugar free"	"Risperidone"	"4mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"35684"	36016911000001100	"91981020"	"Pipotiazine 50mg/1ml solution for injection ampoules"	"Pipotiazine palmitate"	"50mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Antipsychotic Depot Injections"	1	"Pipotiazine"
"35723"	36058711000001104	"92204020"	"Fluphenazine decanoate 50mg/2ml solution for injection ampoules"	"Fluphenazine decanoate"	"25mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Antipsychotic Depot Injections"	1	"Fluphenazine"
"35732"	10451811000001108	"71421020"	"Lamotrigine 25mg dispersible tablets sugar free (Arrow Generics Ltd)"	"Lamotrigine"	"25mg"	"Dispersible tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"35747"	11475911000001106	"93467020"	"Episenta 300mg modified-release capsules (Desitin Pharma Ltd)"	"Sodium valproate"	"300mg"	"Modified-release capsule"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"35755"	11475311000001104	"93461020"	"Sodium valproate 500mg modified-release granules sachets sugar free"	"Sodium valproate"	"500mg"	"Modified-release granules"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"35787"	51225001000027104	"54412020"	"Thioridazine 50mg Tablet (IVAX Pharmaceuticals UK Ltd)"	"Thioridazine hydrochloride"	"50mg"	"Tablet"	"Oral"	"04020100"	"Antipsychotic Drugs"	1	"Thioridazine"
"35929"	36138411000001104	"91408020"	"Chlorpromazine 50mg/2ml solution for injection ampoules"	"Chlorpromazine hydrochloride"	"25mg/1ml"	"Solution for injection"	"Intramuscular"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Chlorpromazine"
"35953"	11134311000001108	"92725020"	"Risperdal Quicklet 4mg orodispersible tablets (Janssen-Cilag Ltd)"	"Risperidone"	"4mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"36101"	4129911000001100	"90149020"	"Clopixol Acuphase 50mg/1ml solution for injection ampoules (Lundbeck Ltd)"	"Zuclopenthixol acetate"	"50mg/1ml"	"Solution for injection"	"Intramuscular"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Zuclopenthixol"
"36116"	11763311000001108	"93741020"	"Paliperidone 6mg modified-release tablets"	"Paliperidone"	"6mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Paliperidone"
"36163"	10878511000001108	"92055020"	"Zyprexa 20mg tablets (Eli Lilly and Company Ltd)"	"Olanzapine"	"20mg"	"Tablet"	"Oral"	"04020102/04020300"	"Second-generation Antipsychotic Drugs/Drugs Used For Mania And Hypomania"	2	"Olanzapine"
"36318"	11475411000001104	"93463020"	"Sodium valproate 1g modified-release granules sachets sugar free"	"Sodium valproate"	"1gram"	"Modified-release granules"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"36394"	36016711000001104	"91985020"	"Pipotiazine 100mg/2ml solution for injection ampoules"	"Pipotiazine palmitate"	"50mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Antipsychotic Depot Injections"	1	"Pipotiazine"
"36633"	11475611000001100	"93465020"	"Episenta 150mg modified-release capsules (Desitin Pharma Ltd)"	"Sodium valproate"	"150mg"	"Modified-release capsule"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"36634"	11476511000001106	"93471020"	"Episenta 1000mg modified-release granules sachets (Desitin Pharma Ltd)"	"Sodium valproate"	"1gram"	"Modified-release granules"	"Oral"	"04020300/04080100"	"Drugs Used For Mania And Hypomania/Control Of Epilepsy"	3	"Valproate"
"36771"	12505611000001104	"88468020"	"Haloperidol 250micrograms/5ml oral suspension"	"Haloperidol"	"50microgram/1ml"	"Oral suspension"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Haloperidol"
"36954"	11749811000001104	"93747020"	"Invega 6mg modified-release tablets (Janssen-Cilag Ltd)"	"Paliperidone"	"6mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Paliperidone"
"37306"	93875001000027104	"59954020"	"Sodium valproate 200mg/5ml Oral solution (Sterwin Medicines)"	"Sodium valproate"	"40mg/1ml"	"Oral solution"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"37501"	11763411000001100	"93743020"	"Paliperidone 9mg modified-release tablets"	"Paliperidone"	"9mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Paliperidone"
"37584"	11476211000001108	"93469020"	"Episenta 500mg modified-release granules sachets (Desitin Pharma Ltd)"	"Sodium valproate"	"500mg"	"Modified-release granules"	"Oral"	"04020300/04080100"	"Drugs Used For Mania And Hypomania/Control Of Epilepsy"	3	"Valproate"
"37606"	10664611000001100	"91145020"	"Abilify 10mg orodispersible tablets (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Aripiprazole"	"10mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Aripiprazole"
"37611"	4765911000001103	"86467020"	"Epival CR 300mg tablets (Chanelle Medical UK Ltd)"	"Sodium valproate"	"300mg"	"Modified-release tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"37705"	181645001000027104	"72587020"	"Chlorpromazine 100mg/5ml suspension"	"Chlorpromazine Hydrochloride"	"100mg/5ml"	"Suspension"	"Oral"	"04020100/40120000"	"Antipsychotic Drugs/-"	1	"Chlorpromazine"
"37717"	11763211000001100	"93739020"	"Paliperidone 3mg modified-release tablets"	"Paliperidone"	"3mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Paliperidone"
"37871"	32965001000027104	"52087020"	"Chlorpromazine 25mg/5ml Oral solution (Rosemont Pharmaceuticals Ltd)"	"Chlorpromazine hydrochloride"	"5mg/1ml"	"Oral solution"	"Oral"	"04020100/40120000"	"Antipsychotic Drugs/-"	1	"Chlorpromazine"
"38010"	10664911000001106	"91147020"	"Abilify 15mg orodispersible tablets (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Aripiprazole"	"15mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Aripiprazole"
"38080"	10667211000001108	"91149020"	"Abilify 1mg/ml oral solution (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Aripiprazole"	"1mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Aripiprazole"
"38089"	81011000001107	"55706020"	"Promazine 50mg/5ml syrup (Rosemont Pharmaceuticals Ltd)"	"Promazine hydrochloride"	"10mg/1ml"	"Oral solution"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Promazine"
"38262"	36053511000001112	"95203020"	"Haloperidol 5mg/1ml solution for injection ampoules"	"Haloperidol"	"5mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Haloperidol"
"38375"	13456411000001100	"94971020"	"Aripiprazole 9.75mg/1.3ml solution for injection vials"	"Aripiprazole"	"7.5mg/1ml"	"Solution for injection"	"Intramuscular"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Aripiprazole"
"38507"	13665411000001100	"95360020"	"Epilim Chronosphere MR 100mg granules sachets (Sanofi)"	"Sodium valproate"	"100mg"	"Modified-release granules"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"38508"	13665711000001108	"95362020"	"Epilim Chronosphere MR 250mg granules sachets (Sanofi)"	"Sodium valproate"	"250mg"	"Modified-release granules"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"38540"	3246911000001106	"95205020"	"Haldol 5mg/1ml solution for injection ampoules (Janssen-Cilag Ltd)"	"Haloperidol"	"5mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Haloperidol"
"38840"	426954000	"94793020"	"Quetiapine 400mg modified-release tablets"	"Quetiapine fumarate"	"400mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"38885"	14042811000001104	"94787020"	"Quetiapine 50mg modified-release tablets"	"Quetiapine fumarate"	"50mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"38906"	426401009	"94791020"	"Quetiapine 300mg modified-release tablets"	"Quetiapine fumarate"	"300mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"38912"	426802009	"94789020"	"Quetiapine 200mg modified-release tablets"	"Quetiapine fumarate"	"200mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"38913"	14026511000001104	"95787020"	"Seroquel XL 50mg tablets (AstraZeneca UK Ltd)"	"Quetiapine fumarate"	"50mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"38914"	14025311000001108	"95789020"	"Seroquel XL 200mg tablets (AstraZeneca UK Ltd)"	"Quetiapine fumarate"	"200mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"38937"	14026011000001102	"95791020"	"Seroquel XL 300mg tablets (AstraZeneca UK Ltd)"	"Quetiapine fumarate"	"300mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"38939"	889311000001108	"95813020"	"Epilim 200 gastro-resistant tablets (Sanofi)"	"Sodium valproate"	"200mg"	"Gastro-resistant tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"38949"	448711000001102	"95815020"	"Epilim 500 gastro-resistant tablets (Sanofi)"	"Sodium valproate"	"500mg"	"Gastro-resistant tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"39039"	322965009	"96128020"	"Sodium valproate 200mg modified-release tablets"	"Sodium valproate"	"200mg"	"Modified-release tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"39237"	14025711000001108	"95793020"	"Seroquel XL 400mg tablets (AstraZeneca UK Ltd)"	"Quetiapine fumarate"	"400mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"39276"	251945001000027104	"95191020"	"Sodium valproate with valproic acid 250mg modified release granules"	"Sodium Valproate"	"250mg"	"Modified Release Granules"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"39279"	13665911000001108	"95364020"	"Epilim Chronosphere MR 500mg granules sachets (Sanofi)"	"Sodium valproate"	"500mg"	"Modified-release granules"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"39427"	251975001000027104	"95195020"	"Sodium valproate with valproic acid 750mg modified release granules"	"Sodium Valproate"	"750mg"	"Modified Release Granules"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"39452"	251965001000027104	"95193020"	"Sodium valproate with valproic acid 500mg modified release granules"	"Sodium Valproate"	"500mg"	"Modified Release Granules"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"39506"	9327611000001108	"70807020"	"Lamotrigine 50mg tablets (Actavis UK Ltd)"	"Lamotrigine"	"50mg"	"Tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"39550"	13666311000001104	"95366020"	"Epilim Chronosphere MR 750mg granules sachets (Sanofi)"	"Sodium valproate"	"750mg"	"Modified-release granules"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
